brand,model,year,price,mileage,fuel_type,transmission
BMW,5 Series,2011,9597,125132,Diesel,Automatic
Honda,Civic,2003,10862,36867,Hybrid,Automatic
Ford,Fiesta,2009,10329,98504,Hybrid,Semi-Automatic
Audi,Q5,2018,13721,198938,Electric,Automatic
Ford,Explorer,2003,7993,80305,Diesel,Manual
Volkswagen,Tiguan,2012,8775,236234,Hybrid,Automatic
Kia,Optima,2007,10050,57469,Diesel,Automatic
Kia,Rio,2020,9683,175803,Diesel,Semi-Automatic
Hyundai,Sonata,2008,8898,115077,Petrol,Manual
Chevrolet,Impala,2012,5970,226494,Diesel,Manual
Mercedes,GLA,2001,7367,66602,Petrol,Automatic
Honda,CR-V,2012,8849,2523,Petrol,Semi-Automatic
Kia,Rio,2006,9914,44270,Electric,Manual
BMW,5 Series,2011,9388,155564,Diesel,Automatic
Chevrolet,Equinox,2011,9754,47252,Petrol,Manual
Toyota,Corolla,2021,14878,46069,Diesel,Automatic
Audi,Q5,2023,14966,71686,Electric,Manual
Kia,Rio,2019,9436,298171,Hybrid,Manual
Honda,CR-V,2009,7976,116199,Electric,Manual
Kia,Optima,2022,12427,43615,Hybrid,Semi-Automatic
Mercedes,C-Class,2006,10503,44802,Electric,Automatic
Kia,Optima,2016,12179,76022,Diesel,Semi-Automatic
Toyota,RAV4,2006,8275,16240,Petrol,Manual
Chevrolet,Impala,2007,7745,217729,Diesel,Automatic
Ford,Fiesta,2017,11244,117752,Hybrid,Semi-Automatic
Honda,Accord,2002,9723,43827,Hybrid,Semi-Automatic
Chevrolet,Impala,2011,12090,30456,Hybrid,Automatic
Audi,A3,2016,9769,66533,Petrol,Manual
BMW,3 Series,2021,17134,23265,Hybrid,Automatic
Honda,Civic,2012,5970,236484,Diesel,Automatic
Ford,Focus,2014,10809,34512,Petrol,Manual
Volkswagen,Tiguan,2010,7367,286604,Electric,Manual
Honda,Civic,2020,13724,108790,Hybrid,Manual
Ford,Fiesta,2007,7268,196570,Diesel,Automatic
Kia,Optima,2001,9545,37724,Electric,Automatic
Kia,Rio,2022,13963,36802,Petrol,Automatic
Kia,Sportage,2022,9814,204252,Electric,Manual
Honda,Civic,2013,10123,83824,Electric,Semi-Automatic
Audi,A3,2021,16758,12072,Electric,Semi-Automatic
Chevrolet,Equinox,2006,6709,189547,Petrol,Automatic
Hyundai,Sonata,2014,7361,236942,Diesel,Automatic
Toyota,Corolla,2020,12399,170003,Electric,Automatic
Chevrolet,Malibu,2021,11654,72300,Diesel,Semi-Automatic
Volkswagen,Passat,2020,12553,107321,Hybrid,Semi-Automatic
Toyota,Corolla,2021,18301,14924,Electric,Automatic
Mercedes,E-Class,2006,5276,96152,Diesel,Manual
Chevrolet,Equinox,2010,6766,176673,Electric,Semi-Automatic
Toyota,Camry,2017,10907,89607,Petrol,Manual
BMW,3 Series,2010,10860,21962,Petrol,Manual
Honda,Civic,2015,5544,277787,Hybrid,Semi-Automatic
Hyundai,Elantra,2005,6992,185366,Hybrid,Automatic
Hyundai,Sonata,2021,9064,246760,Diesel,Semi-Automatic
Mercedes,GLA,2010,10274,141286,Diesel,Automatic
Ford,Focus,2016,9754,247270,Diesel,Automatic
Kia,Optima,2022,15264,11758,Petrol,Automatic
Ford,Explorer,2012,8409,149550,Electric,Semi-Automatic
Mercedes,C-Class,2003,8272,106352,Hybrid,Manual
Honda,Accord,2014,11253,87328,Electric,Manual
Chevrolet,Malibu,2018,12944,102798,Electric,Automatic
Volkswagen,Tiguan,2006,10155,72222,Diesel,Automatic
Kia,Rio,2013,7597,190145,Diesel,Automatic
Hyundai,Sonata,2018,15799,15033,Electric,Manual
Volkswagen,Golf,2020,12952,257396,Electric,Automatic
Mercedes,E-Class,2016,8244,227774,Diesel,Automatic
Ford,Fiesta,2006,7838,133079,Petrol,Semi-Automatic
Honda,CR-V,2012,8246,212662,Diesel,Manual
Kia,Rio,2020,7748,232567,Hybrid,Semi-Automatic
Chevrolet,Impala,2005,8061,1907,Diesel,Semi-Automatic
BMW,X5,2016,7438,203082,Petrol,Manual
Ford,Explorer,2002,9731,8437,Electric,Semi-Automatic
Toyota,RAV4,2021,11658,152081,Electric,Manual
Ford,Focus,2007,8904,59761,Diesel,Manual
Hyundai,Elantra,2023,16556,137191,Electric,Automatic
Honda,Accord,2002,6972,86374,Petrol,Manual
Ford,Explorer,2007,8620,113957,Petrol,Manual
Toyota,Corolla,2023,13271,131448,Electric,Semi-Automatic
Kia,Optima,2014,11278,61057,Hybrid,Semi-Automatic
Audi,A4,2000,5451,117433,Electric,Semi-Automatic
Chevrolet,Impala,2009,7141,137931,Diesel,Manual
Volkswagen,Tiguan,2004,7546,187692,Electric,Manual
Ford,Focus,2014,9958,197080,Electric,Semi-Automatic
Ford,Fiesta,2003,7070,181478,Electric,Automatic
BMW,5 Series,2010,6699,90048,Diesel,Manual
Mercedes,E-Class,2013,9350,92490,Petrol,Automatic
Honda,Accord,2011,8434,178300,Electric,Automatic
Audi,Q5,2018,7314,299270,Hybrid,Automatic
Toyota,RAV4,2005,6754,152296,Diesel,Manual
BMW,3 Series,2016,8620,253986,Electric,Semi-Automatic
Audi,A3,2017,6875,276224,Electric,Semi-Automatic
Mercedes,GLA,2018,13893,15328,Petrol,Semi-Automatic
Kia,Sportage,2000,8948,77600,Electric,Automatic
BMW,5 Series,2007,6297,250119,Diesel,Automatic
Volkswagen,Golf,2016,6846,272693,Diesel,Automatic
Mercedes,GLA,2011,6688,135568,Petrol,Manual
BMW,5 Series,2002,8038,28072,Diesel,Manual
Toyota,Corolla,2019,10889,275523,Electric,Manual
Audi,Q5,2018,11768,256588,Electric,Automatic
Chevrolet,Malibu,2012,8993,50330,Hybrid,Semi-Automatic
Hyundai,Tucson,2018,8570,256480,Petrol,Semi-Automatic
Chevrolet,Impala,2010,10279,86050,Hybrid,Automatic
Audi,A3,2019,8591,275450,Petrol,Automatic
BMW,X5,2008,7338,78065,Petrol,Manual
Ford,Fiesta,2023,10064,151769,Diesel,Semi-Automatic
Toyota,RAV4,2005,8078,26071,Petrol,Semi-Automatic
Hyundai,Tucson,2008,9546,67698,Petrol,Automatic
Chevrolet,Equinox,2009,5893,285303,Hybrid,Manual
Mercedes,GLA,2003,6142,217899,Hybrid,Automatic
Ford,Focus,2007,5920,243957,Hybrid,Manual
Hyundai,Elantra,2013,7090,225488,Diesel,Manual
Audi,Q5,2018,10267,246601,Hybrid,Automatic
Kia,Rio,2014,11677,46141,Petrol,Semi-Automatic
BMW,3 Series,2001,7683,205850,Hybrid,Automatic
Mercedes,C-Class,2013,7736,188157,Diesel,Manual
Hyundai,Elantra,2023,13343,192826,Petrol,Automatic
Chevrolet,Equinox,2020,5885,285725,Diesel,Manual
Kia,Rio,2005,9557,7131,Petrol,Semi-Automatic
Volkswagen,Tiguan,2004,9301,29915,Hybrid,Semi-Automatic
Kia,Rio,2020,12159,137014,Hybrid,Manual
Toyota,Corolla,2011,9741,122932,Hybrid,Manual
BMW,X5,2013,10237,198120,Petrol,Automatic
BMW,3 Series,2022,11933,98303,Petrol,Semi-Automatic
Ford,Fiesta,2007,9034,43287,Electric,Manual
Chevrolet,Impala,2004,8540,172984,Electric,Manual
Volkswagen,Tiguan,2013,11623,88847,Hybrid,Semi-Automatic
Mercedes,C-Class,2000,5547,237644,Petrol,Automatic
Audi,A4,2022,14049,187515,Electric,Automatic
Honda,Civic,2002,5485,200704,Electric,Semi-Automatic
Volkswagen,Passat,2011,11152,97392,Hybrid,Automatic
Kia,Rio,2013,7699,275008,Electric,Semi-Automatic
Chevrolet,Impala,2017,10580,175959,Hybrid,Automatic
Volkswagen,Golf,2004,6587,155609,Electric,Semi-Automatic
Mercedes,GLA,2023,12726,248673,Electric,Automatic
Mercedes,C-Class,2017,11615,139219,Petrol,Automatic
Chevrolet,Equinox,2023,13104,39761,Diesel,Automatic
Kia,Sportage,2019,11837,78107,Petrol,Semi-Automatic
Ford,Fiesta,2007,9831,103409,Hybrid,Semi-Automatic
Toyota,Corolla,2004,6221,143927,Electric,Semi-Automatic
Toyota,Camry,2021,9169,216534,Petrol,Semi-Automatic
Ford,Focus,2002,6960,116970,Diesel,Manual
Chevrolet,Equinox,2020,10358,157086,Petrol,Automatic
Audi,A4,2021,14122,118860,Petrol,Automatic
Toyota,Corolla,2023,12430,63462,Diesel,Semi-Automatic
BMW,3 Series,2020,13468,111568,Hybrid,Automatic
Toyota,Camry,2008,10358,197059,Electric,Automatic
Honda,Accord,2010,6450,277467,Petrol,Automatic
Volkswagen,Tiguan,2022,15768,6591,Hybrid,Manual
Toyota,Camry,2021,13284,65769,Hybrid,Manual
Kia,Optima,2019,10918,259080,Electric,Manual
Volkswagen,Tiguan,2015,8457,82106,Diesel,Semi-Automatic
Volkswagen,Tiguan,2013,8837,198138,Diesel,Automatic
Volkswagen,Golf,2018,10725,58716,Petrol,Semi-Automatic
Hyundai,Sonata,2023,13840,142982,Hybrid,Manual
Kia,Sportage,2001,7002,134867,Electric,Manual
Chevrolet,Malibu,2007,5968,96592,Petrol,Semi-Automatic
Ford,Fiesta,2023,11924,73797,Petrol,Manual
Volkswagen,Passat,2012,8217,279125,Petrol,Automatic
Ford,Explorer,2015,8628,253554,Petrol,Automatic
Ford,Fiesta,2018,10153,47344,Diesel,Manual
Audi,A4,2005,5072,166364,Hybrid,Semi-Automatic
Volkswagen,Tiguan,2006,7822,83858,Hybrid,Semi-Automatic
Chevrolet,Malibu,2023,14626,23698,Electric,Manual
Ford,Focus,2018,8759,212019,Petrol,Semi-Automatic
Hyundai,Sonata,2015,8929,138513,Diesel,Automatic
Chevrolet,Equinox,2023,12709,169514,Electric,Automatic
Chevrolet,Equinox,2017,10142,52900,Petrol,Semi-Automatic
Honda,CR-V,2002,7605,94746,Hybrid,Automatic
Volkswagen,Passat,2011,12302,104861,Electric,Automatic
Volkswagen,Tiguan,2013,7990,295496,Petrol,Automatic
Chevrolet,Impala,2006,9621,98919,Hybrid,Semi-Automatic
BMW,X5,2022,12470,191468,Hybrid,Semi-Automatic
Volkswagen,Tiguan,2009,9173,86334,Hybrid,Manual
Honda,CR-V,2002,6070,156493,Hybrid,Manual
Ford,Focus,2011,8576,236192,Electric,Automatic
Toyota,Camry,2015,10001,234926,Electric,Manual
BMW,3 Series,2005,7408,124587,Electric,Manual
Honda,Accord,2011,5115,264211,Petrol,Manual
Kia,Optima,2018,10226,28680,Diesel,Manual
Audi,Q5,2021,13901,149922,Electric,Semi-Automatic
Volkswagen,Passat,2020,15191,115410,Electric,Automatic
Honda,Accord,2016,7628,143592,Petrol,Semi-Automatic
Honda,Accord,2019,11440,37958,Hybrid,Manual
Volkswagen,Passat,2023,10201,264912,Diesel,Automatic
Volkswagen,Golf,2023,14351,57429,Diesel,Automatic
BMW,3 Series,2022,13246,17667,Diesel,Automatic
Mercedes,GLA,2011,6828,88600,Diesel,Manual
Toyota,Corolla,2002,7549,32519,Petrol,Automatic
Ford,Focus,2017,13847,32629,Electric,Semi-Automatic
Honda,Civic,2014,5468,291584,Hybrid,Semi-Automatic
Chevrolet,Malibu,2002,8591,85445,Electric,Automatic
Chevrolet,Equinox,2006,9472,16367,Hybrid,Automatic
Honda,Accord,2000,9172,36358,Electric,Semi-Automatic
Ford,Fiesta,2003,6389,90532,Petrol,Semi-Automatic
Volkswagen,Passat,2021,12741,172923,Hybrid,Automatic
BMW,5 Series,2021,13139,18032,Diesel,Manual
Audi,A4,2022,13776,146172,Electric,Semi-Automatic
Volkswagen,Golf,2002,8140,112996,Hybrid,Semi-Automatic
BMW,3 Series,2002,5415,99211,Hybrid,Manual
Honda,Civic,2007,6096,245164,Electric,Manual
Kia,Rio,2022,13997,170105,Electric,Manual
Hyundai,Tucson,2012,9258,142096,Hybrid,Semi-Automatic
BMW,5 Series,2022,15745,117711,Hybrid,Automatic
Chevrolet,Malibu,2017,15006,59665,Electric,Automatic
Honda,Civic,2012,6219,129020,Petrol,Semi-Automatic
Mercedes,C-Class,2000,6896,115173,Hybrid,Automatic
Audi,A4,2006,9569,16540,Hybrid,Manual
Audi,A3,2008,9279,56022,Petrol,Manual
Kia,Rio,2018,12436,98160,Electric,Semi-Automatic
Ford,Focus,2020,12275,31221,Hybrid,Semi-Automatic
Chevrolet,Impala,2002,8037,38123,Diesel,Manual
Toyota,Camry,2023,13715,14232,Diesel,Automatic
Mercedes,GLA,2012,7620,183970,Diesel,Manual
Ford,Explorer,2015,11146,122697,Petrol,Automatic
Volkswagen,Passat,2020,10395,295220,Electric,Automatic
Chevrolet,Impala,2007,8290,185463,Hybrid,Manual
Audi,A3,2012,8931,58416,Hybrid,Manual
Ford,Explorer,2005,7680,135967,Diesel,Semi-Automatic
Toyota,RAV4,2011,5852,157351,Petrol,Semi-Automatic
Ford,Fiesta,2009,11245,17704,Diesel,Semi-Automatic
Hyundai,Tucson,2016,7541,242941,Petrol,Semi-Automatic
Toyota,Camry,2010,9216,139151,Electric,Automatic
BMW,5 Series,2014,5667,256630,Diesel,Automatic
Hyundai,Tucson,2001,6530,3482,Petrol,Manual
Audi,Q5,2021,12949,182510,Electric,Manual
Volkswagen,Passat,2012,5244,267772,Diesel,Semi-Automatic
Hyundai,Sonata,2007,9172,96380,Petrol,Semi-Automatic
Kia,Optima,2016,9787,205614,Hybrid,Automatic
BMW,5 Series,2005,9350,152453,Electric,Semi-Automatic
Kia,Rio,2018,10600,4980,Petrol,Semi-Automatic
Audi,A3,2014,10167,236646,Electric,Semi-Automatic
Ford,Fiesta,2022,13723,3817,Petrol,Manual
Audi,A4,2022,9773,271324,Diesel,Automatic
Audi,A4,2008,9512,139375,Hybrid,Semi-Automatic
Ford,Fiesta,2019,13078,66083,Hybrid,Semi-Automatic
BMW,X5,2022,16544,37782,Electric,Manual
Honda,Accord,2019,10639,148008,Diesel,Automatic
Honda,CR-V,2023,11268,136599,Diesel,Manual
BMW,X5,2003,8215,59216,Petrol,Automatic
Hyundai,Elantra,2012,12954,77283,Electric,Automatic
Hyundai,Sonata,2007,11156,77159,Electric,Semi-Automatic
Toyota,Corolla,2018,8151,192443,Petrol,Manual
Ford,Explorer,2023,13277,101136,Electric,Manual
Kia,Optima,2015,10609,189504,Hybrid,Semi-Automatic
Toyota,Camry,2006,8359,217019,Electric,Semi-Automatic
Kia,Sportage,2000,9237,98150,Electric,Automatic
Ford,Explorer,2012,12813,44304,Hybrid,Automatic
Mercedes,C-Class,2016,12746,72677,Hybrid,Automatic
Ford,Fiesta,2007,6166,251657,Diesel,Manual
Ford,Fiesta,2002,7314,159289,Electric,Semi-Automatic
Chevrolet,Equinox,2013,6889,180517,Diesel,Semi-Automatic
Audi,A4,2013,10996,25189,Petrol,Automatic
Volkswagen,Tiguan,2007,5186,215686,Diesel,Automatic
Ford,Explorer,2006,5370,241454,Hybrid,Semi-Automatic
BMW,X5,2005,8634,83276,Electric,Automatic
Audi,A3,2002,8902,69875,Petrol,Automatic
Honda,Civic,2008,7012,294391,Hybrid,Automatic
Volkswagen,Passat,2013,5643,227806,Hybrid,Manual
Audi,A4,2008,9186,280697,Electric,Automatic
Audi,A4,2019,13496,25155,Petrol,Semi-Automatic
Toyota,Corolla,2011,10025,128745,Electric,Semi-Automatic
BMW,5 Series,2015,10438,93100,Petrol,Semi-Automatic
Chevrolet,Equinox,2018,7198,265067,Electric,Semi-Automatic
Kia,Optima,2019,10703,169832,Hybrid,Automatic
Toyota,RAV4,2008,7402,299872,Electric,Semi-Automatic
Kia,Rio,2009,7516,29178,Petrol,Semi-Automatic
Ford,Fiesta,2022,10390,120489,Diesel,Manual
Honda,CR-V,2009,8521,68912,Petrol,Semi-Automatic
Kia,Rio,2007,7980,35984,Petrol,Manual
Chevrolet,Equinox,2008,8696,175163,Electric,Manual
Chevrolet,Malibu,2022,14484,65766,Electric,Manual
Hyundai,Tucson,2015,9891,260437,Electric,Automatic
Chevrolet,Impala,2014,8040,272984,Hybrid,Manual
Mercedes,GLA,2006,5090,210479,Diesel,Manual
Honda,CR-V,2001,5419,169013,Diesel,Manual
Kia,Optima,2010,10418,59054,Electric,Manual
Ford,Explorer,2002,7802,119893,Diesel,Automatic
Audi,Q5,2015,5417,269108,Diesel,Semi-Automatic
Hyundai,Elantra,2009,6322,228873,Diesel,Semi-Automatic
Kia,Rio,2003,5912,209373,Hybrid,Manual
Honda,Civic,2002,6190,225497,Electric,Manual
Volkswagen,Tiguan,2017,15089,20535,Electric,Semi-Automatic
Audi,A3,2005,8475,106223,Hybrid,Manual
Ford,Focus,2019,15667,1639,Electric,Semi-Automatic
Ford,Fiesta,2008,8525,83722,Hybrid,Semi-Automatic
Honda,Accord,2020,12522,43859,Diesel,Automatic
Toyota,RAV4,2009,13556,12159,Hybrid,Automatic
Ford,Fiesta,2021,12620,118970,Petrol,Automatic
Hyundai,Sonata,2018,10991,170433,Petrol,Semi-Automatic
Honda,CR-V,2017,9259,297032,Hybrid,Manual
Ford,Fiesta,2017,10340,122987,Petrol,Automatic
Mercedes,GLA,2003,5942,207893,Petrol,Automatic
Hyundai,Tucson,2015,10166,116682,Petrol,Automatic
BMW,3 Series,2016,8625,123732,Petrol,Semi-Automatic
Toyota,Corolla,2020,14816,34167,Diesel,Automatic
Volkswagen,Tiguan,2003,8000,19996,Diesel,Manual
Ford,Focus,2012,10671,206405,Hybrid,Automatic
Toyota,Camry,2019,11750,142494,Petrol,Manual
Mercedes,C-Class,2002,5825,173748,Hybrid,Semi-Automatic
Hyundai,Sonata,2013,6246,222661,Petrol,Automatic
Chevrolet,Impala,2022,15058,102089,Petrol,Automatic
Hyundai,Sonata,2017,8290,260479,Diesel,Automatic
Mercedes,C-Class,2008,5338,278091,Hybrid,Semi-Automatic
Toyota,RAV4,2003,5453,207321,Hybrid,Semi-Automatic
Chevrolet,Malibu,2018,9180,230958,Petrol,Automatic
Volkswagen,Passat,2013,12198,65084,Hybrid,Semi-Automatic
Volkswagen,Tiguan,2022,14147,97612,Hybrid,Manual
Volkswagen,Tiguan,2003,8736,73151,Electric,Semi-Automatic
Ford,Fiesta,2011,9696,210158,Hybrid,Automatic
Kia,Sportage,2023,9506,244698,Electric,Semi-Automatic
Audi,A4,2023,13806,154684,Electric,Manual
Audi,Q5,2018,13413,149337,Hybrid,Automatic
Mercedes,E-Class,2008,6575,271248,Diesel,Automatic
Mercedes,C-Class,2004,6820,98962,Hybrid,Manual
Volkswagen,Tiguan,2021,8417,164120,Diesel,Manual
Volkswagen,Golf,2022,15609,24515,Electric,Automatic
Kia,Rio,2023,11280,180980,Diesel,Automatic
Honda,Accord,2020,14250,42460,Electric,Manual
Ford,Focus,2005,8902,14853,Electric,Semi-Automatic
Volkswagen,Golf,2000,6294,70286,Diesel,Automatic
BMW,5 Series,2019,7682,270864,Hybrid,Semi-Automatic
Toyota,Camry,2015,10073,126329,Diesel,Semi-Automatic
Ford,Focus,2001,6165,226739,Hybrid,Automatic
BMW,3 Series,2000,5111,274401,Electric,Semi-Automatic
Hyundai,Sonata,2013,9046,227696,Electric,Automatic
Toyota,Camry,2015,12810,74492,Electric,Semi-Automatic
Ford,Fiesta,2022,10885,135747,Diesel,Semi-Automatic
Kia,Optima,2011,9783,30805,Diesel,Manual
Mercedes,C-Class,2023,10511,199403,Electric,Semi-Automatic
Audi,A3,2023,9755,292227,Petrol,Semi-Automatic
Honda,Accord,2017,10397,110132,Electric,Semi-Automatic
Hyundai,Sonata,2008,7113,289316,Hybrid,Automatic
Kia,Sportage,2022,8868,281596,Hybrid,Manual
Volkswagen,Passat,2019,16326,28657,Hybrid,Automatic
Volkswagen,Golf,2002,10047,12628,Hybrid,Manual
Volkswagen,Golf,2015,14969,91544,Electric,Automatic
Hyundai,Sonata,2007,10496,30188,Diesel,Semi-Automatic
Toyota,Corolla,2016,9156,67192,Petrol,Semi-Automatic
Ford,Explorer,2001,5429,248527,Hybrid,Manual
Toyota,RAV4,2005,5939,153024,Electric,Manual
Ford,Focus,2023,13303,9847,Petrol,Manual
Toyota,Camry,2012,11689,40530,Diesel,Manual
BMW,X5,2010,7116,189193,Diesel,Manual
Kia,Optima,2022,10318,154055,Diesel,Manual
Volkswagen,Tiguan,2009,8931,168429,Hybrid,Manual
Volkswagen,Tiguan,2015,8624,53792,Petrol,Semi-Automatic
BMW,5 Series,2018,8112,254393,Hybrid,Automatic
Volkswagen,Tiguan,2009,9805,99726,Electric,Semi-Automatic
Toyota,Corolla,2008,8195,20238,Diesel,Manual
Kia,Rio,2020,12464,236754,Hybrid,Automatic
Ford,Fiesta,2014,8654,82299,Petrol,Semi-Automatic
Chevrolet,Impala,2008,9026,63673,Hybrid,Semi-Automatic
Hyundai,Tucson,2010,9403,124811,Petrol,Automatic
Ford,Fiesta,2007,7840,32956,Hybrid,Manual
Toyota,RAV4,2007,6050,237475,Electric,Manual
Honda,Accord,2005,8977,71134,Petrol,Semi-Automatic
Volkswagen,Passat,2000,5880,160968,Electric,Automatic
Mercedes,GLA,2008,11232,13396,Hybrid,Semi-Automatic
Ford,Fiesta,2009,10418,39084,Diesel,Semi-Automatic
Honda,Accord,2021,9874,116261,Diesel,Manual
Hyundai,Elantra,2023,15910,79478,Electric,Semi-Automatic
Toyota,Corolla,2005,6686,180656,Hybrid,Manual
Mercedes,C-Class,2009,8698,15053,Hybrid,Manual
Ford,Explorer,2002,6021,258945,Hybrid,Automatic
Chevrolet,Impala,2018,11886,190657,Diesel,Automatic
Ford,Fiesta,2013,10885,85702,Hybrid,Semi-Automatic
Hyundai,Sonata,2002,8891,75401,Electric,Semi-Automatic
Toyota,Camry,2022,7667,276618,Hybrid,Manual
Audi,Q5,2009,8838,88059,Hybrid,Semi-Automatic
Mercedes,GLA,2001,5770,36496,Diesel,Manual
Toyota,Corolla,2007,8293,165315,Electric,Manual
Hyundai,Tucson,2011,6264,216797,Electric,Semi-Automatic
Hyundai,Elantra,2019,6844,287756,Hybrid,Semi-Automatic
BMW,3 Series,2007,6936,138200,Electric,Manual
Chevrolet,Impala,2019,10968,266558,Petrol,Automatic
BMW,5 Series,2019,7380,180993,Diesel,Semi-Automatic
Chevrolet,Equinox,2011,6737,293123,Electric,Manual
Volkswagen,Tiguan,2008,8545,92722,Electric,Manual
Honda,Civic,2005,8871,156422,Electric,Semi-Automatic
Mercedes,C-Class,2000,8717,19128,Electric,Manual
Volkswagen,Passat,2018,12412,159375,Electric,Semi-Automatic
Kia,Rio,2021,13734,58297,Hybrid,Manual
Ford,Fiesta,2020,10553,112323,Diesel,Manual
BMW,5 Series,2006,8907,144613,Electric,Automatic
Volkswagen,Tiguan,2005,6080,195977,Hybrid,Automatic
Honda,Civic,2000,5549,67531,Diesel,Manual
Toyota,RAV4,2018,12607,89605,Diesel,Semi-Automatic
Volkswagen,Passat,2004,7364,66782,Petrol,Semi-Automatic
Mercedes,GLA,2002,6092,215352,Electric,Manual
Honda,Accord,2003,7459,112013,Hybrid,Manual
Hyundai,Elantra,2008,8284,190787,Hybrid,Manual
Ford,Focus,2019,10298,230081,Petrol,Automatic
Honda,Accord,2015,8038,153086,Diesel,Manual
Honda,Accord,2010,7616,114152,Diesel,Manual
BMW,X5,2002,8595,140219,Electric,Semi-Automatic
Mercedes,C-Class,2011,8354,192258,Diesel,Manual
Audi,Q5,2007,8257,207120,Electric,Semi-Automatic
Mercedes,GLA,2002,8292,65373,Electric,Automatic
BMW,5 Series,2018,14565,91708,Electric,Semi-Automatic
Toyota,RAV4,2018,10564,151772,Hybrid,Manual
Toyota,RAV4,2023,16146,42653,Electric,Semi-Automatic
Chevrolet,Impala,2006,10702,9880,Electric,Manual
Volkswagen,Tiguan,2006,7632,158390,Electric,Automatic
Ford,Focus,2007,11681,904,Hybrid,Semi-Automatic
Honda,Civic,2019,10671,131432,Hybrid,Manual
Volkswagen,Passat,2014,10319,174030,Hybrid,Semi-Automatic
BMW,3 Series,2012,9323,153829,Electric,Manual
Volkswagen,Passat,2015,7328,258572,Diesel,Semi-Automatic
Hyundai,Tucson,2019,10668,156595,Hybrid,Automatic
Kia,Optima,2020,8629,243546,Petrol,Manual
Volkswagen,Golf,2008,7732,83358,Petrol,Semi-Automatic
Audi,A3,2015,10767,206636,Hybrid,Automatic
Kia,Sportage,2023,13517,114120,Petrol,Semi-Automatic
Toyota,Corolla,2013,8908,79587,Hybrid,Semi-Automatic
Chevrolet,Impala,2011,12815,14245,Electric,Automatic
Kia,Optima,2016,12138,3066,Electric,Manual
Hyundai,Elantra,2003,6103,249838,Hybrid,Automatic
Volkswagen,Golf,2020,8615,294239,Diesel,Manual
Kia,Optima,2017,10546,107656,Petrol,Automatic
Kia,Rio,2020,10568,221594,Petrol,Semi-Automatic
Chevrolet,Malibu,2023,9774,241277,Hybrid,Manual
BMW,X5,2003,13091,437,Electric,Automatic
Audi,Q5,2014,5941,202918,Diesel,Manual
Volkswagen,Tiguan,2017,8976,231171,Diesel,Manual
Chevrolet,Impala,2002,11654,2288,Electric,Automatic
Kia,Rio,2012,9902,89882,Hybrid,Manual
Audi,A3,2021,15853,7341,Hybrid,Automatic
Chevrolet,Impala,2007,6963,71850,Diesel,Manual
Kia,Sportage,2019,11663,31834,Diesel,Manual
Mercedes,E-Class,2007,10810,54454,Diesel,Automatic
Honda,Civic,2022,9930,188473,Hybrid,Manual
Mercedes,E-Class,2021,9969,266532,Electric,Manual
Kia,Optima,2010,9850,172471,Electric,Manual
Hyundai,Elantra,2014,8001,289946,Electric,Automatic
Audi,Q5,2004,5533,133338,Diesel,Manual
Mercedes,C-Class,2021,12083,230823,Electric,Manual
Ford,Fiesta,2017,13876,51156,Hybrid,Manual
Honda,CR-V,2005,8155,7234,Petrol,Semi-Automatic
Ford,Fiesta,2013,9529,83519,Hybrid,Semi-Automatic
Mercedes,E-Class,2018,7115,209216,Diesel,Semi-Automatic
Chevrolet,Impala,2009,7236,188173,Electric,Semi-Automatic
Toyota,RAV4,2001,5915,184210,Electric,Automatic
Volkswagen,Tiguan,2002,9553,92327,Electric,Manual
Hyundai,Sonata,2015,14019,39016,Electric,Semi-Automatic
Chevrolet,Impala,2019,8149,197549,Diesel,Semi-Automatic
Kia,Rio,2016,11183,90811,Petrol,Semi-Automatic
Chevrolet,Equinox,2021,13142,192897,Hybrid,Automatic
Hyundai,Tucson,2016,8433,218335,Hybrid,Semi-Automatic
Audi,A4,2002,6840,172993,Electric,Manual
Chevrolet,Malibu,2009,9252,287375,Electric,Automatic
Mercedes,C-Class,2014,10013,284339,Hybrid,Automatic
Chevrolet,Impala,2015,8136,268167,Hybrid,Manual
Honda,CR-V,2010,9810,209455,Hybrid,Automatic
BMW,5 Series,2014,6950,247483,Diesel,Automatic
Ford,Explorer,2020,14227,113616,Diesel,Automatic
Chevrolet,Malibu,2001,10131,13424,Diesel,Automatic
Hyundai,Sonata,2004,6899,40005,Petrol,Manual
Audi,Q5,2007,8322,53874,Petrol,Manual
BMW,5 Series,2010,9402,224853,Electric,Semi-Automatic
Honda,CR-V,2015,13113,174315,Electric,Automatic
Audi,Q5,2008,5386,270670,Diesel,Semi-Automatic
Toyota,Camry,2009,6805,259739,Hybrid,Manual
Hyundai,Elantra,2007,7366,126660,Petrol,Manual
Honda,Civic,2020,14634,183276,Electric,Automatic
BMW,5 Series,2011,9240,122967,Hybrid,Semi-Automatic
Volkswagen,Golf,2002,7191,80423,Hybrid,Semi-Automatic
Chevrolet,Malibu,2005,5320,258964,Hybrid,Manual
Honda,Accord,2006,8928,53559,Petrol,Manual
Chevrolet,Equinox,2005,9229,23508,Electric,Manual
Toyota,Corolla,2014,9092,190357,Electric,Semi-Automatic
BMW,5 Series,2003,6736,98183,Diesel,Semi-Automatic
Audi,A3,2018,9706,194680,Diesel,Manual
Chevrolet,Malibu,2004,6428,218600,Electric,Automatic
